BCM4987s001r_VAxg_01	BCM4987s002r_VAxg_01	BCM4987s003r_VAxg_01	BCM4987s004r_VAxg_01	BCM4987s005r_VAxg_01	BCM4987s006r_VAxg_01	BCM4987s007r_VAxg_01	BCM4987s008r_VAxg_01	BCM4987s009r_VAxg_01	BCM4987s010r_VAxg_01	BCM4987s011r_VAxg_01	BCM4987s012r_VAxg_01
KRTAP21-3	1	1	2	1	0	0	1	0	0	0	0	0
OR5H1	0	0	0	0	0	0	0	0	0	0	0	0
PLSCR5	5	4	1	1	1	0	5	0	0	1	1	1
C17orf105	0	0	1	0	0	0	0	0	0	0	0	0
SBK3	30	25	15	11	23	16	18	9	15	8	20	8
IGKV1OR2-108	3	0	2	2	0	0	2	0	0	0	0	2
HLA-DPA1	0	1	0	0	1	0	0	0	0	1	0	0
USP17L10	30	33	11	25	22	12	19	4	24	14	18	8
IGHV4-31	0	0	0	0	0	0	0	0	0	0	0	0
RPS18	6260	7385	5559	4046	3569	3760	5208	1982	5164	4814	3088	3214
USP17L29	2	9	3	4	3	1	5	2	2	2	2	0
DIRC3	7	8	3	6	0	2	3	0	6	6	0	1
TSPAN19	0	0	0	0	0	0	0	0	0	0	0	0
AKAIN1	0	0	0	0	0	0	0	0	0	0	0	0
CYP21A2	0	3	0	0	0	1	0	2	4	1	2	0
OR5K2	3	4	1	1	3	0	2	2	0	0	0	0
PRH1	0	0	0	1	0	0	1	0	0	0	1	0
PSG1	151	182	73	144	96	52	104	58	93	84	78	54
TAPBP	3101	3298	2367	2004	2662	2917	3651	1976	3657	2410	2409	2087
PPP1R2P3	21	22	18	19	18	11	16	8	14	16	10	11
MAGEB6P1	9	10	2	2	3	0	0	2	2	3	0	1
ZBED9	189	201	109	96	96	100	136	66	179	125	116	85
TMEM253	18	7	6	4	5	6	15	11	5	8	7	3
TMA7	353	426	184	239	288	215	316	216	402	259	290	280
RP11-360D2.1	0	0	0	0	0	0	0	0	0	0	0	0
MCTS1	987	1079	706	716	853	712	1014	547	1126	784	947	775
DYTN	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L4	0	1	1	0	1	0	0	0	0	0	0	0
IGHV3-43	0	2	1	0	1	0	2	0	0	0	0	0
ASCL5	15	14	6	3	6	5	8	3	10	4	1	3
TMEM114	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0	0	0	0	0	0	0
USP17L24	0	0	0	1	0	0	0	0	0	0	0	0
OR52I1	54	50	15	27	24	13	18	14	53	19	30	13
OR5K1	1	2	0	2	2	0	0	0	0	0	0	1
LINC00493	370	456	309	276	265	230	329	178	335	291	257	239
USP17L13	17	32	28	21	7	16	16	11	24	27	10	6
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0
C9orf172	239	260	192	186	197	123	190	82	142	136	115	96
OR5H8	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-11	0	0	0	0	0	0	0	0	0	0	0	0
KANTR	22	11	5	8	3	9	7	5	8	10	6	4
HLA-DQB2	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8N	222	190	105	133	123	156	142	55	133	196	109	69
TNF	1	2	1	1	8	3	7	4	3	0	2	2
PET117	134	102	96	94	85	70	78	48	118	84	89	80
LYRM9	22	25	12	12	10	20	9	4	16	15	8	7
TRBV29-1	0	0	0	0	0	0	0	0	0	0	1	0
DEFB130	1	1	0	3	0	0	0	0	1	0	0	0
RP11-1212A22.4	971	955	677	613	810	669	693	412	984	759	691	514
PHGR1	24	24	13	6	32	9	44	21	14	9	16	27
RP11-1236K1.1	1	1	0	3	0	0	0	0	1	0	0	0
WTH3DI	18	17	12	9	12	4	15	4	9	10	6	7
USP17L11	5	6	7	4	2	4	4	2	2	5	4	3
RNF224	65	35	26	24	36	22	29	13	26	16	16	5
GPX1	2951	3076	1835	1665	1995	2067	2504	1428	2875	2147	2205	2072
TRGV2	1	0	0	0	0	0	1	0	0	0	0	0
OR5H15	0	0	0	0	0	0	0	0	0	0	0	0
BTBD18	102	86	30	37	56	36	43	29	66	51	39	39
TMEM238	29	13	9	13	19	17	19	8	17	9	13	8
TWIST2	1	0	0	0	0	0	0	0	0	0	1	0
IGHD4-4	0	0	0	0	0	0	0	0	0	0	0	0
PIRT	0	0	0	0	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0	0	0	0	0	0	0
MYCNOS	4	7	1	3	6	2	4	4	6	7	6	2
IGHV3OR16-10	0	0	0	0	0	0	0	0	0	0	0	0
AC092835.2	172	163	94	86	122	74	120	63	158	133	135	110
TRIM49D2	0	0	0	1	0	0	0	0	0	0	1	0
TSPY4	0	0	0	0	0	0	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2BN	1134	1203	386	859	703	365	917	684	1288	691	938	908
POTEB	1	0	0	0	0	0	0	0	0	0	0	0
RPS28	2668	3221	1978	1711	1602	1531	2170	1076	2128	1892	1487	1419
CTXN2	0	0	0	0	0	0	0	0	1	0	0	0
UQCRHL	174	170	126	91	121	113	136	62	178	140	107	110
IGKV3OR2-268	0	0	0	0	0	0	0	0	1	0	0	0
PAGE2	0	0	0	0	0	0	1	0	0	0	0	0
TRIM26	266	218	125	155	190	136	136	144	315	176	250	214
C16orf82	0	0	0	0	0	0	0	0	0	0	0	0
TMEM229A	8	7	6	4	7	4	4	2	7	4	1	5
PRR20E	0	0	0	0	1	0	0	0	0	0	0	0
ZNF879	46	50	28	38	28	30	24	19	38	24	31	25
H2BFS	553	583	201	363	388	202	503	343	556	398	448	463
CCDC188	38	70	23	7	34	16	40	22	30	21	30	12
RBMY1A1	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD13	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736	146	152	90	84	84	74	77	61	125	84	85	77
PINLYP	17	25	6	5	15	5	12	4	19	4	9	4
CLDN34	9	11	6	8	8	14	8	9	7	6	16	7
C5orf58	21	38	20	18	19	20	22	23	41	25	27	28
FAM133B	209	242	174	154	159	129	155	120	203	137	171	168
OR10G8	0	0	0	0	0	0	0	0	0	0	0	0
MCIDAS	221	259	83	132	142	89	110	100	203	133	161	115
JRK	719	644	393	370	472	324	463	323	559	494	445	392
NPIPB2	148	150	95	91	98	62	88	83	125	111	103	81
HLA-B	1026	1055	889	536	971	1019	1458	610	1240	802	676	802
C11orf94	19	13	8	7	8	3	6	4	7	6	6	3
RP11-526A4.1	12	22	14	10	2	11	10	7	16	10	4	8
IFNA17	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPUL2-BSCL2	3	2	1	2	1	1	0	0	1	0	0	2
APOC2	1	0	1	1	3	2	1	1	0	1	1	0
SHISA8	6	3	1	0	0	1	4	2	1	0	2	2
C19orf81	5	2	1	4	5	1	0	0	1	4	3	2
ANKRD65	159	129	66	45	94	50	91	53	88	90	78	46
LINC00094	163	151	93	91	112	79	105	63	103	75	94	65
ZSCAN31	118	128	81	71	67	75	100	34	103	63	74	48
AC010731.4	0	0	0	0	0	0	0	0	0	0	0	0
C12orf75	317	311	131	208	240	121	311	182	342	198	244	271
SMIM1	88	61	64	47	41	43	48	23	49	35	35	18
HGH1	495	412	227	259	304	209	282	273	445	314	339	306
PPP1R3E	23	39	24	26	22	15	21	17	19	18	25	15
KDM4E	0	1	0	0	0	0	0	0	0	0	0	0
RPEL1	24	23	20	20	13	15	19	13	21	19	32	13
SPAAR	1	0	2	0	0	0	0	1	0	0	0	0
TOPORS-AS1	34	28	19	7	19	11	25	18	29	30	19	18
NFAM1	0	1	0	0	0	2	1	3	2	2	0	1
NKX1-1	0	0	0	0	0	0	0	0	0	0	0	0
RNF148	28	50	14	20	43	24	46	22	29	22	47	28
CXorf51B	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0	0	0	0	0	0	0
MFRP	1	0	0	0	0	0	0	0	0	0	0	0
KIAA0040	238	226	147	122	153	109	207	112	267	146	172	125
USP17L27	0	0	0	0	0	0	0	0	0	0	2	0
B3GALT4	247	266	179	119	193	219	234	117	179	152	188	109
LCE6A	0	0	0	0	0	0	0	0	0	0	0	0
PNMA6A	9	7	4	2	10	4	9	7	6	4	7	8
PATE3	58	53	42	36	54	50	53	29	63	32	27	30
OR5H14	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB22	387	515	297	256	298	283	315	136	273	275	223	167
USP17L4	76	79	58	53	62	103	70	26	81	122	90	44
CT47A3	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-1	0	0	0	0	0	0	0	0	0	0	0	0
AC002429.5	1	0	0	0	0	0	0	0	0	0	0	0
CLEC2L	0	0	0	0	0	0	0	0	0	0	0	0
ZBED5	1053	1071	646	653	850	648	857	521	1079	869	805	768
SLFN14	18	8	7	7	12	9	10	2	3	10	3	4
PPIAL4G	0	0	0	0	0	0	0	0	0	1	1	2
GAGE12F	0	0	0	0	1	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00854	136	180	95	90	93	105	87	56	106	119	91	55
SLC35G4	0	0	1	0	0	0	2	1	3	1	1	0
TAS2R39	12	8	3	3	6	4	4	5	7	8	4	2
TSPY10	0	0	0	0	0	0	0	0	0	0	0	0
UBE2L5P	8	3	1	1	3	3	1	0	0	0	0	0
CT47B1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-98L5.5	5	3	1	1	10	17	2	3	1	30	3	3
IGHD7-27	0	0	0	0	0	0	0	0	0	0	0	0
ZNF853	468	554	301	244	250	145	288	172	354	270	263	179
IFNA4	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF38	249	295	55	144	212	68	247	181	238	144	140	171
GAGE12B	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE9	533	482	364	309	427	341	445	212	443	324	304	265
RP11-96L14.7	5	6	1	0	4	4	5	8	5	2	4	3
C3orf84	1	2	0	0	2	0	2	1	4	2	0	0
OR10G9	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-20	0	0	0	0	0	0	0	0	0	0	0	0
USP17L8	24	40	16	22	21	37	23	17	46	34	40	14
TAAR9	0	0	0	0	0	0	0	0	0	0	0	0
C4orf51	0	0	0	2	0	0	1	0	0	1	0	0
B3GNT9	169	192	126	116	157	147	149	91	158	121	132	99
CDKN2AIPNL	274	282	148	149	180	105	186	124	264	179	198	175
IGHD1-7	0	0	0	0	0	0	0	0	0	0	0	0
TRDD2	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0	0	0	0	0
TRBV30	48	70	89	39	20	29	37	13	40	34	35	23
CKMT1B	1892	1737	894	790	1577	1034	1417	881	1639	1819	1133	1021
RNF223	22	17	26	11	24	29	22	15	19	9	14	12
PATE4	84	94	32	67	50	61	84	41	79	48	57	51
OR4A47	0	0	0	0	0	0	0	0	0	0	0	0
PRSS56	10	6	29	15	91	30	11	9	29	127	8	14
ZNF737	102	96	65	49	73	70	66	50	94	81	62	46
RGL2	3112	3315	2435	2239	2208	2349	2441	1152	2613	2222	1869	1350
BHMG1	0	1	0	0	0	0	2	0	1	0	2	4
LINC00959	1	1	2	0	1	0	5	3	4	4	4	1
SHISA9	1	0	0	0	0	0	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0	0	0	0	0	0	0
AC114783.1	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0	0	0	0	0	0	0
KIFC1	2232	2040	741	1396	1565	688	1604	1126	2122	1235	1586	1314
C2orf74	2	0	3	2	0	2	6	4	1	0	5	3
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0
IRGM	4	13	5	6	1	2	9	2	2	5	6	7
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0
TRBV3-1	0	0	0	0	0	0	0	0	0	0	0	0
AMY1A	0	1	1	0	0	0	1	1	0	0	0	0
FAM200B	134	140	86	104	67	62	81	75	125	95	107	79
FAM231A	1	3	1	0	1	1	4	7	3	0	1	1
CT47A5	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37A2	2043	2118	1170	1311	1443	1067	1515	853	1856	1422	1288	1127
MPC1L	2	2	2	0	0	1	1	0	1	0	0	0
RP13-210D15.4	2	6	5	2	1	2	0	0	5	2	5	5
C9orf69	156	160	104	95	130	102	109	100	171	115	140	104
OR2W3	0	0	0	0	0	0	0	0	0	0	0	0
PAGE2B	3	6	0	4	0	1	4	0	0	2	1	0
TXNDC5	918	1050	558	628	643	498	823	544	943	648	755	522
GATSL3	13	23	14	10	16	16	12	9	21	11	9	12
RNF103	713	742	509	430	474	503	617	345	675	496	474	445
RBM14	1858	1808	1091	1189	1431	851	1363	1005	1993	1291	1397	1091
ALKBH6	181	201	121	127	119	141	120	85	155	130	128	102
ASB14	89	66	43	53	69	52	73	29	85	66	38	28
PCDHA13	330	369	246	218	270	170	247	142	292	262	218	221
KLHL41	7	5	4	7	9	15	10	4	3	9	10	8
GATS	181	215	113	119	116	114	146	91	138	88	142	75
IGKV2D-30	0	0	0	0	0	0	0	0	0	0	0	0
OR1J4	25	29	12	12	16	9	15	6	5	8	12	6
C2orf61	0	0	0	0	0	0	1	1	0	0	0	1
MEIKIN	0	0	0	0	0	0	0	0	0	0	0	0
NME1	618	576	282	353	398	256	399	309	719	442	455	442
TNFSF12	39	48	26	26	29	24	20	19	27	21	16	20
CDRT4	1	1	0	1	2	1	0	0	0	0	1	0
APOBEC3G	60	49	37	19	48	40	58	29	46	81	27	33
TLR9	0	0	0	0	0	0	0	0	0	0	0	0
WBP1	635	632	423	432	374	396	448	223	395	411	314	218
MRPS17	22	27	17	11	20	10	33	19	26	21	22	19
PRAMEF11	0	2	0	0	0	1	0	0	0	0	0	0
IGKV1D-8	0	0	0	0	0	0	0	0	0	0	0	0
DEFA3	2	0	0	0	0	0	0	0	0	0	0	0
IGKV1-6	0	0	0	0	0	0	0	0	0	0	0	0
GET4	409	415	269	259	273	216	276	218	398	264	306	255
IGKV1-37	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0	0	0	0	0	0	0
C1orf226	298	338	159	219	159	121	221	124	250	181	148	135
ADSL	352	383	213	224	230	231	273	199	327	307	278	235
IGKV3-20	0	0	0	0	0	0	0	0	0	0	0	0
LILRA4	2	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-33	0	0	0	0	0	0	0	0	0	0	0	0
LILRA2	0	1	5	0	0	2	0	0	1	2	0	0
TEX35	0	0	1	0	0	0	0	0	0	0	0	0
AMY2B	10	27	12	11	3	3	8	1	5	4	1	2
IGHJ4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-451G4.2	0	1	0	1	0	0	0	0	0	0	0	0
LY6G5B	4	3	7	2	4	4	1	2	9	7	2	3
PSMB9	142	149	87	80	158	102	172	125	258	145	182	227
PCDHGC3	595	651	309	394	448	341	459	376	696	423	494	377
SMKR1	10	19	11	8	10	16	12	11	16	14	18	5
UGT1A5	1	0	0	1	0	0	0	1	0	0	0	0
COX19	252	262	125	139	145	112	173	113	227	135	159	140
DEFA1B	2	0	0	0	0	0	0	0	0	0	0	0
ACAD11	30	26	19	9	19	24	27	15	12	19	14	8
PPIL3	120	101	72	79	67	65	91	40	120	83	87	56
IGKV1-17	0	0	0	0	0	0	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF13B	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-1	12	6	7	7	8	4	12	4	3	5	8	2
L1TD1	1	0	0	0	0	0	0	0	0	0	0	0
AQP1	67	65	40	36	30	25	22	23	33	28	37	25
C1QTNF9	0	2	2	1	1	0	2	0	3	0	0	1
IGKV1-8	0	0	0	0	0	0	0	0	0	0	0	0
ISY1	78	77	37	60	46	55	44	34	79	43	59	41
PNMA2	226	214	86	101	243	82	275	77	138	150	64	95
LRRD1	1	0	1	0	3	0	0	0	1	0	0	1
KRBOX1	0	0	1	0	0	0	0	0	0	0	0	0
PCDHGC5	176	180	94	107	119	116	136	94	148	116	140	91
ARHGEF25	316	362	267	220	180	223	245	82	201	234	136	96
TMEM189	1031	1015	568	540	861	850	836	780	1215	835	1083	654
RDH14	401	388	243	256	262	244	284	209	343	303	332	248
IGKV1-16	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0	0	0	0	0	0	0
PLCXD2	40	44	23	22	20	10	22	10	28	15	11	21
MIF	1991	2404	1390	1315	1282	1077	1626	852	2089	1485	1413	1149
GVQW1	0	1	1	1	0	2	2	0	1	2	0	0
NSUN6	821	944	463	570	604	473	671	401	803	623	559	543
HLA-DOB	1	0	0	0	1	0	0	0	0	0	0	0
UGT1A9	1	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-5	0	0	0	0	1	0	0	0	0	1	0	0
YAE1D1	591	651	363	430	481	379	537	290	550	475	487	458
OR14A2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-561N12.2	6	15	10	7	6	10	12	1	4	8	3	5
TDGF1	21	15	10	5	4	6	4	10	10	1	5	5
FLJ22763	0	0	0	1	0	0	0	0	0	0	0	0
KRTAP5-8	1	3	2	0	0	1	0	0	0	0	2	2
KRTAP4-16	1	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-16	0	0	0	0	0	0	0	0	0	0	0	0
CRCP	162	213	121	121	123	83	130	91	175	128	129	80
IGKV2-24	0	0	0	0	0	0	0	0	0	0	0	0
CDRT1	28	26	20	18	18	17	29	8	25	25	31	20
RPL36A	11	4	3	8	10	7	9	5	6	5	4	5
IGKV3-11	0	0	0	0	0	0	0	0	0	0	0	0
OR5G3	0	0	0	0	0	0	0	0	0	0	0	0
PDXP	45	40	20	27	42	29	24	29	55	25	53	33
RPP21	11	8	3	5	5	4	5	4	9	9	5	2
CD302	25	36	21	17	24	27	15	8	31	28	16	21
EGFL8	0	0	0	0	0	0	0	0	0	0	0	0
ATP5J2	656	689	376	446	510	396	590	443	691	577	534	427
SSX2	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP8	18	7	9	9	11	11	14	6	9	10	7	6
AF011889.5	47	39	27	31	21	31	34	12	32	32	28	8
ARPC4	1195	1338	824	832	812	733	967	570	1229	846	868	676
CORT	4	4	3	7	3	0	4	1	10	5	0	5
IGKV2D-24	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-4	0	0	0	3	2	1	2	0	1	1	0	0
UGT1A1	0	0	0	0	0	0	0	0	0	0	0	0
INMT	5	10	3	3	1	3	3	0	3	5	0	0
ARPC1A	155	154	77	110	115	88	128	83	143	115	120	85
RP5-860F19.8	0	0	0	0	0	0	0	0	0	0	0	0
TMEFF1	0	1	1	1	0	0	0	0	0	2	0	1
IGKV1-9	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0	0	0	0	0	0	0
ATP5O	914	1005	503	550	705	578	806	500	920	677	798	724
PLEKHO2	156	146	84	105	100	72	97	54	162	66	80	83
C8orf58	158	159	120	61	82	138	87	42	89	91	81	38
PISD	820	769	653	449	496	477	586	413	717	545	557	448
HOGA1	18	20	12	12	17	13	15	6	14	9	7	2
PWP2	5475	5316	3656	3253	3591	3118	4081	2779	5893	4046	4402	3336
RP11-111H13.1	1	0	0	4	4	0	3	1	4	3	5	1
PI4KA	6146	5943	3814	3751	4409	3928	4738	2827	5875	4449	4297	3077
AKAP2	29	26	24	11	20	13	29	11	20	9	16	17
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0
HYPK	58	61	35	25	55	42	53	30	57	40	42	33
IGKV1-33	0	0	0	0	0	0	0	0	0	0	0	0
AMACR	403	403	229	243	266	225	291	143	360	185	293	173
MTFP1	122	115	68	79	87	78	88	69	130	90	98	105
RP11-231I13.2	2	2	1	1	1	2	2	1	2	3	2	2
ARHGDIG	3	2	2	0	0	0	2	0	1	1	0	0
OR51B5	121	119	69	78	78	62	78	52	65	58	78	55
TCP10L	13	14	0	6	3	0	3	0	2	2	3	6
PSG2	35	28	14	20	10	17	20	20	36	15	21	13
ARFGAP3	653	786	644	474	474	669	662	267	700	486	532	432
BGLAP	15	7	8	12	4	7	6	6	14	2	2	0
C22orf39	51	47	30	43	48	33	37	26	50	44	37	23
PEG10	1623	1415	906	922	1734	1907	1878	907	1024	1479	1275	801
CT47A2	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0	0	2	0	0	0	2
IGKV1-39	0	0	0	0	0	0	0	0	0	0	0	0
EIF6	6986	7382	4374	4359	3675	3558	5303	3060	6869	4350	4573	4117
RBMY1E	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC4	138	146	73	74	91	60	104	71	138	75	93	69
GTF2A1L	0	1	1	4	2	0	1	1	2	0	0	1
IGHJ5	0	0	0	0	0	0	0	0	0	0	0	0
MRPL20	1157	1177	702	711	789	624	912	605	1141	764	958	917
ARPIN	40	49	35	29	32	16	33	19	31	26	35	21
UGT1A10	0	0	0	0	1	0	0	2	0	0	0	2
IGKV2D-28	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB10	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DMB	10	9	3	8	2	2	15	3	6	8	2	2
IGKV1D-43	0	0	0	0	0	0	0	0	0	0	0	0
DECR2	144	186	80	87	84	69	97	48	113	59	84	57
GNG10	37	38	26	20	31	18	41	13	38	24	21	33
CNTF	6	11	0	7	6	4	5	2	3	5	4	5
CCDC169	39	53	37	28	41	36	24	24	49	35	29	24
RGAG4	281	285	170	31	384	115	387	175	186	213	152	135
IGKV1D-17	0	0	0	0	0	0	0	0	0	0	0	0
AP5Z1	2806	2714	2194	1581	1693	1943	1878	1251	2221	1381	1828	1292
ZNF709	30	16	11	11	11	2	17	8	14	14	13	12
STRC	64	58	30	27	34	19	32	9	33	30	14	15
RBMY1B	0	0	0	0	0	0	0	0	0	0	0	0
IGHJ3	0	0	0	0	0	0	0	0	0	0	0	0
ERVW-1	3	0	0	2	0	0	0	0	0	0	0	0
EIF4EBP3	33	37	17	24	15	16	15	6	12	36	5	6
IGKV3-7	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	1	0	0	0	0	0	0
PSG11	70	53	28	37	33	26	31	14	38	25	36	16
UGT1A3	0	1	2	0	1	0	0	0	0	1	0	0
PSG4	92	94	43	51	33	30	59	40	45	36	36	19
MRPL33	304	339	239	205	217	208	277	173	341	239	258	258
MICAL3	2759	2581	1542	1587	2039	1439	2065	1382	2764	1912	2012	1666
PPAN-P2RY11	1	3	1	0	0	0	0	0	0	0	0	0
PCDHAC2	346	275	172	217	219	145	216	136	358	206	282	208
IGKV2-30	0	0	0	0	0	0	0	0	0	0	0	0
STON1	2	1	1	1	1	0	4	1	0	3	1	0
IGKV2D-29	0	0	0	0	0	0	0	0	1	0	0	0
PRAF2	74	74	51	62	53	62	52	28	62	51	33	30
VSIG8	95	107	75	53	50	55	87	44	70	65	60	37
IGKV1-12	0	0	0	0	0	0	0	0	0	0	0	0
C7orf73	246	303	147	177	202	211	184	120	218	174	181	136
KCTD7	257	247	199	138	128	242	225	89	186	166	132	121
EFNA4	325	353	201	192	152	181	197	121	265	176	179	134
TICAM2	3	2	2	0	0	1	0	4	4	0	0	6
AF165138.7	0	0	1	0	1	0	0	0	0	0	0	1
PALM2	24	22	30	18	16	19	26	6	28	8	15	10
C4orf48	93	100	56	56	89	57	77	59	76	58	83	50
IGKV1-5	0	0	0	0	0	0	0	0	0	0	0	0
NAT6	243	250	120	126	132	114	142	91	140	102	132	89
AMY2A	0	2	3	3	0	1	0	1	0	0	0	0
KRTAP10-11	1	0	0	0	1	0	1	1	0	0	0	1
RP11-257K9.8	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF6B	0	0	0	0	0	0	0	0	0	0	0	0
WFDC6	24	19	12	7	7	2	19	4	4	13	4	9
UPK3B	40	28	18	26	31	21	21	16	23	25	22	9
AP000322.53	2	0	0	1	0	0	0	1	0	0	0	0
OR13C7	0	0	0	0	0	0	0	0	0	0	0	0
IL10RB	673	764	538	458	589	665	776	305	704	533	561	425
CFB	33	31	36	19	39	48	51	37	41	35	29	40
ZNF487	58	54	27	23	16	22	35	21	40	42	35	31
WDR92	16	14	12	8	6	12	13	12	15	11	19	15
NME2	33	38	19	16	13	17	28	29	27	20	27	17
RP5-966M1.6	2	3	4	2	1	3	1	2	2	0	2	0
PLA2G4B	15	26	11	12	20	14	11	9	25	15	8	3
LEFTY1	2	2	1	0	0	1	0	1	0	1	0	0
CFAP57	32	29	13	14	13	17	17	5	10	17	16	8
NPIPB5	1389	1280	858	907	1134	858	979	727	1415	1117	1073	861
TTC4	20	33	25	23	12	17	18	14	29	20	13	21
OR5V1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM35B	29	25	28	28	14	22	34	13	27	25	22	26
KIR2DL3	0	0	0	0	0	0	0	0	0	0	0	0
JMJD7	6	7	2	2	9	1	2	2	3	3	4	2
APOBEC3D	7	19	9	10	2	8	5	4	8	9	7	6
OR2A7	156	184	154	81	95	92	97	70	84	99	69	60
TUBA4B	40	33	21	13	28	15	43	21	36	32	21	24
MRPS6	1128	1409	1088	805	828	946	1020	511	1275	851	874	770
ZNF512	1668	1686	975	1154	1079	934	1269	637	1386	1102	929	755
GSTA1	13	10	2	2	7	0	5	9	4	4	9	8
RGAG1	12	16	15	9	6	14	6	5	5	8	9	3
ACY1	121	138	61	96	67	75	88	57	126	78	73	70
NFS1	3707	3877	2470	2541	2868	2765	3306	1869	3906	2933	3135	2282
MT1HL1	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP19-3	4	4	0	1	2	1	2	0	1	2	0	0
DDOST	8843	9296	5129	5884	5278	5107	7513	4109	8064	5885	6060	4389
TMEM199	460	488	343	314	338	350	350	235	446	336	396	348
LCE3C	0	0	0	0	0	0	0	0	0	0	0	0
GSTA2	0	1	0	0	0	1	1	0	0	0	1	1
SPRR2F	0	0	0	0	0	0	0	0	0	1	0	0
DNAJC25-GNG10	0	0	1	0	0	0	0	0	0	1	0	0
IGKV2-28	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A7	0	0	0	0	0	0	0	0	0	0	0	1
P2RY11	54	64	33	44	39	21	33	22	38	47	22	26
TMEM141	776	964	565	584	452	329	735	260	641	535	384	391
GS1-259H13.2	4	6	6	0	0	2	2	4	7	2	2	1
IFITM10	1	7	9	6	6	17	9	4	10	2	5	6
XXbac-BPG116M5.17	0	0	0	0	0	0	0	0	0	0	0	0
DBNDD2	137	167	104	80	103	107	105	57	144	134	92	67
LY6G6D	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP19-7	12	7	8	8	13	6	9	6	7	5	5	8
RBMY1D	0	0	0	0	0	0	0	0	0	0	0	0
ETV5	592	565	291	351	271	220	354	198	401	318	301	222
KRTAP5-7	2	0	0	0	0	2	0	0	0	2	1	1
CFHR1	10	9	8	4	2	2	6	3	9	2	3	6
IGKV3-15	0	0	0	0	0	0	0	0	0	0	0	0
RBM12	5130	4969	3445	3085	3360	2844	3684	2221	4552	3311	3403	2754
UGT1A4	0	0	0	0	0	0	0	1	0	0	0	1
ERVFRD-1	80	88	52	56	71	35	54	47	81	52	78	62
LILRA6	0	0	0	0	1	0	0	0	0	1	0	0
SCARF2	21	13	5	9	5	7	7	4	7	9	2	3
APOBEC3C	309	307	149	150	155	188	190	127	213	235	146	117
KRTAP4-2	1	0	0	0	0	0	0	0	0	0	0	0
IGKV1-27	0	0	0	0	0	0	0	0	0	0	0	0
RAD21L1	0	0	0	0	0	0	0	0	0	0	0	0
